Failure Mode Original,CMPLNT_TXT,CAUSE_TXT,CORRECT_TXT
Final Drive Input Snap Ring Leak, LEAKING AT THE ILS ," snap ring missing #40M7027, IN THE ILS CASE COVER AREA "," TRactoR was out in the field, and could not access with the tRuck.clean aRea and opeRate tRactoR to find souRce of leak.Walked outto the field, diagnosed leak, dRove the tRactoR to the tRuckfoR access. Remove dual fRont wheel and inneR wheel. wheel hub assembly, and loweR contRol aRm, bleed pRessuRe off fRont end, Remove left fRont dRive planetaRy hub dRive foR RepaiR and Reinstall back togetheR"
Final Drive Input Snap Ring Leak, FRONT HUB LEAKING OIL, SNAP RING BROKE AND CAUSED SEAL TO LEAK, KEY PART #: 40M7285DOWNTIME: LESS THAN F OUR HOURSFAILURE MODE: LEAKEDFAILURE ARE A: ILS FRONT HUB cOMPLAINT: FRONT HUB LEAKINGOILcAUSE: SNAP RING BROKE AND cAU SED SEAL TO LEAKcORREcTION: ***FIELD SER VIcE cALL***DIAGNOSTIc: 0.50 HR.cLEANED AREA AND FOUNDLEAKREPAIR: 3.00 HRS.JAcKED UP AND SUPPORTED TRAcTORREMOVED RIGHT WHEELREMO VED cAP AND BOLT TO SHAFTREMOVED BOLTS T O U-JOINTSREMOVEDSHAFT AND BEARING REMOVED  HUB AND cLEANED OUT RETRIEVING ALL OF S NAP RINGR/R SEALS BEARING AND SNAP RINGI NSTALLED PARTS INREVERSE RAIN
Final Drive Input Snap Ring Leak,  Oil leakage occur on left hand front wheel driveshaft.,  Snapring holding bearing was missing causing the bearing to move in housing cause leakage.,  Remove left fRont wheel dRiveshaft. Remove cylindeR. Remove housing. Replace seals. Install new snapRing. Assemble housing. Fit fRont wheels and test tRactoR. Top-up HygaRd foR excessive loss duRing leakage.
Final Drive Input Snap Ring Leak, VERIFIER ABSENCE DE TRACTION SUR UN COTE , LA CIRCLIP A CASSER CE QUI A CAUSER LE BRIS ," R ET R ROUE, R ET R LA TABLE DU HAUT ET LA TABLE DU BAS, R ET R PLANÉTAIRE, R ET R LE cOUVERT, R ET R LA MAcHOIRE, R ET R SEAL, REMO NTER, ESSAYER"
Final Drive Input Snap Ring Leak, ILS LEAKING ON RH SIDE , 40m7285-snap ring was not on shaft causing excessive movement on shaft ," Technician comments: cleaned and pRessuRe washed ILS aRea.Removed fRont fendeRs, Removed fRont duals,Removed diffeRential hub and Replaced seals and beaRings. Installed new gaskets and o-Rings, Reinstalled diffeRential housing and toRqued bolts to specs.Install ed fRont dRive shafts, loweRed contRol aRm and toRqued to specs.Installed fRont fendeRs and fRont duals. "
Final Drive Input Snap Ring Leak,  L'OPERATORE LAMENTAVA PROBLEMI ALL'IMPI ANTO STERZO,"  ANELLO ROTTO, ECCESSIVAMENTE CONSUMATO","  ABBIAMO SMONTATO IL PEZZO GUASTO ED ABB IAMO SOSTITUITO IL NUOVO ANELLO. PROVA S TERZO, TUTTO E' RIENTRATO NELLA NORMA."
Final Drive Input Snap Ring Leak, DIAGNOSE AND REPAIR L.H. HUB SEALLeft ha nd wheel seal leaking, Snap ring missing allowing bearing to mo ve in housing," DIAGNOSE AND REPAIR L.H. HUB SEALLeft wh eel seal on dRive shaft leaking.Removed dRiveshaft and seal and found snap Ring missing fR om beaRings. It would allow the beaRing to move within the housing. Replaced bea Ring and snap Ring. Put on new seals on dRive shaf t. ToRque to spec. Added oil and toRque wheel to spec. Test dRove no leaks.,SERV IcE AccESSORIES"
Final Drive Input Snap Ring Leak,  JACOB-THE MFWD IS LEAKING.Technician Comments:TORE DOWN WHOLE MFWD FOUND THAT THE BALL BEARING (RE175448) WAS NOT UP FLUSH WITH KNUCKLE HOUSING DUE TO SNNAP RING (40M7285) MISSING FROM FACTORY. INSTALLED SNAP RING AND RESEALED MFWD. DROVE TRACTOR TO TESTED OPERATION-GOOD NO LEAKS.,  THE SNAP RING WAS NOT ON THE END OF THE SHAFT.,  JAcOB-THE MFWD IS LEAKING.Technician comments:TORE DOWN WHOLE MFWD FOUND THAT THE BALL BEARING (RE175448) WAS NOT UP FLUSH WITH KNUcKLE HOUSING DUE TO SNNAP RING (40M7285) MISSING FROM FAcTORY. INSTALLED SNAP RING AND RESEALED MFWD. DROVE TRAcTOR TO TESTED OPERATION-GOOD NO LEAKS.
Final Drive Input Snap Ring Leak, CUSTOMER COMPLAINED OF THE LEFT HANDWHEE L BINDING AND POPPING, THE SNAP RING ON THE BACK SIDE OF THELEF T HAND FRONT HUB HOLDING THE BEARINGIN T HE BACK WAS NEVER INSTALLED FROMTHE FACT OR ALLOWING TH BEARING TO BINDSIDWAYS AND LOCKING UP  CONTAMINATINGTHE HUB WITH MEATAL SHAVIN GS," PULLED THE MAcHINE IN THE SHOP ANDBEGAN DRAINING THE FLUID FROM THE FRONTHUB. ON cE ALL THE FLUID WAS REMOVED ITHEN BEGAN  REMOVING TH DUALLS FROM THERIGHT HAND SIDE OF THE MA HcIEN TOAccESS THE HUB. I HAD TO REOMVE THEOUTSIDE DUAL, WHEEL SPAcER AND THEN T HEINSIDE DUAL. OcE ALL THAT WAS OUT OFTHE WAY I T HEN BEGAN DISSASYMBLY OF THEHUB. I TOOK IT ALL APART. I NOTIcEDMETAL SHAVINGS AN D cHUNKS OF MEATAL INTHE OIL. I THEN FOUND THAT HE S NAPRING HOLDING THE BAcK BEARING IN WASM ISSING AND WAS NEVER INSTALLED. THEBEARI NG HAD WORKE SIDEWAYS AND WORETHE BEARING TO LOcK UP.  I THEN ORDEREDALL NEW BEARING AND SEALS  FOR THE FRONTHUB DUE TO THE MEATAL SHAVINGScONTAMINATION. ONcE ALL THE BEAR INGWERE REMOVED I THEN BEGAN INSTALLINGT HE NEW BEARING. ONcE THEY WERE IN THEcOR REcT LOcATIONS I THEN BEGAN THEINSTALLATION O F THE HUB. I HOISED THEHUB ASSYMBLY WITH  THE HOIST AND PLAcEDON THE RIGHT SIDE O FTHE TRAcTOR I HADTO ALLIGHN THE STEERING KNUcKLES AN DcYLINDERS. ONcE IT WAS INSTALLED ITHEN FILLING THE HUB WITH OIL. THEN IBEGAN IN STALLING THE DUALLS BAcK ON THEMAcHIEN ONcE EVERY THI NG WAS FINALLYINSTALLED I TESTED MY WORK  TO FIND THEFRONT HUB WORKINGPROPERLY"
Final Drive Input Snap Ring Leak, FRONT LEFT INNER SEAL LEAKS. , MISSING SNAP RING ON INNER BEARING. ," REMOVE AND REPLAcE BEARING, SEALS AND OIL SLINGERS. REPLAcE MISSING SNAP RING."
Final Drive Input Snap Ring Leak,  Oil leaking from the RH front axle driv e shaft seal.,  oil seal leaking because of snap ring t hat was never installed from the factory .," Jacked up and suppoRted the fRont end of  the tRactoR. Removed fRont dual wheel s paceR and inneR dual wheel. Removed the plug fRom th  outeR coveR and Removed the bolt fRom t he sun geaR. Took the bolts out of the i nneR u-joint and Removed the dRiveshaft fRom the fRo  end. pRyed out the oil seal and inspect ed could't see any thing wRong with the seal, inspected the beaRing and the hous ing.  DiscoveRded that the 40M7285 snap Ring had neveR been installed fRom the factoR y. check out couldn't find anything else  wRong,  installed a snap Ring in the housing an d Replaced the oil seals. Reassembled, w ashed the oil off of the wheels. Reinsta lled the  wheels and spaceRs, and filled up with oil. OpeRated the tRactoR and checked fo R leaks."
Final Drive Input Snap Ring Leak,  CUSTOMER COMPLAINED OF FRONT WHEEL HUB LEAKING OIL,  FOUND SNAP RINT 40M7285 MISSING FROM FA CTORY, REMOVED FRONT DUALS AND LEFT MFWD SHAFT.  DISASSEMBLED PLANTARY AND INSPEcTED FOR  FAULTS. FOUND SNAP RING 40M7285 TO BE M ISSING  FROMFAcTORY. LETTING BEARING TO PUSH SE AL OUT OF HOUSING. INSTALLED NEW SNAP RI NG AND OIL SEAL. ASSEMBLED PLANTRAY. INS TALLED DRIVE  SHAFT AND DUALS. FILLED PLANTARY WITH O IL. RAN MAcHINE AND cHEcKED FOR PROPER O PERATION. ALL WAS OK.
Final Drive Input Snap Ring Leak, FLUID LEAKING IN THE RIGHT FRONT WHEEL A REA, HUB SNAP RING WAS NOT INSTALLED AT THE F ACTORY AND THIS CAUSED THE AXLE SEAL TO LEAK," RAISED FRONT END, REMOVER FRONT DUAL AND  EXTENSION. REMOVED RIGHT FRONT DRIVE AX LE SHAFT AND SEALS.REPLAcED SEALS AND MI SSING SNAP R ING. REASSEMBLED IN REVERSE ORDER. TOPPE D OFF FLUID TO THE PROPER LEVEL. INSTALL ED EXTENSION AND DUAL WHEEL"
Final Drive Input Snap Ring Leak, CUSTOMER REQUESTED S/C TO CHECK FRONT WH EEL SEAL., TECH CHECKED AND FOUND LF FINAL DRIVE LE AKING OIL AT CV SHAFT SEAL. REMOVED FRON T DUALS AND JACLED UP TRACTOR AND REMOVE D ALL BOLTS FROM OUTER TIRE. REMOVED 6 BOLTS FROM OU TER SPACER AND REMOVED 4 BOLTS FROM INNE R SPACER. REMOVED 2 BOLTS FROM INNER TIR E. REMOVED C ENTER HUB PLUG AND REMOVED AXLE TO SUN G EAR RETAINING BOLT. REMOVED 4 BOLTS FROM  CV SHAFT U-JOINT AND REMOVED SHAFT. INS PECTED CV SH AFT SEAL BUT COULD NOT FIND ANY DAMAGE. REMOVED SEAL IN ORDER TO INSPECT BEARING  AND FOUND RETAINING SNAP RING WAS MISSI SNG. MISSING SNAP RING WAS ALLOWING AXLE SHAFT TO SLI DE OUT OF SEAL., INSTALLED SNAP RING AND SEAL. REINSTALLE D ALL AND REFILLED HUB WITH OIL. OPERATE D TRAcTOR FOR 45 MINUTES AND INSPEcTED S EAL.
Internal Gearcase Failure - Primary failed part unknown, MENTRE ARAVA SI E' BLOCCATA RUOTA ANTERIORE SX , ROTTURA RONDELLA E I PEZZI SONO ANDATI IN MEZZO AGLI INGRANAGGI , SOSTITUZIONE PEZZI GUASTI E SEMIASSE cHE SI E' ROTTO DAL cOLPO
Final Drive Input Snap Ring Leak,  Leckage am Endantrieb,  Sicherungsring 40M7285 fehlte," EndantRieb Rechts demontieRt, ILS-AntRie bswelle demontieRt und dabei festgestell t das deR SicheRungsRing 40M7285 fehlte,  LageR und  DichtRinge gewechselt, EndantRieb wiede R montieRt, AntRiebswelle wiedeR montieR t, AntRiebswelle deR linken Seite demont ieRt und  gepRüft ob deR SicheRungsRing voRhanden  ist-i.O., neue DichtRinge montieRt, Dic htheitspRobe duRchgefühRt-i.O."
Final Drive Input Snap Ring Leak, Ölleckage an der linken Antriebswelle der Vorderachse , Sprengring 40M7027 gebrochen ," TRaktoR an deR VoRdeRachse aufbocken, linkes VoRdeRRad lösen und demontieRen, linken voRdeRen Kotflügel lösen und demontieRen, VoRdeRachsfedeRung dRucklos machen, HydRaulikzylindeR deR VoRdeRachsfedeRung lösen und ausbauen, LenkzylindeR am Achsschenkelgehäuse links lösen, unteRen SteueRaRm deR ILS-Achse links lösen, linkes Achsschenkelgehäuse hoch ziehen, Öl des VoRdeRachsdiffeRential ablassen und auffangen, Enddeckel deR AntRiebswelle links lösen und demontieRen, defekte Teile und Dichtungen eRneueRn, Enddeckel montieRen und mit DRehmoment fest ziehen, alle demontieRten Teile montieRen und mit DRehmoment fest ziehen. "
Final Drive Input Snap Ring Leak,  RH FRONT TIRE WOULD NOT DRIVE. SHAFT SPINS BUT NO POWER IS GETTING TO THE GROUND.,  SNAP RING R99673 FAILED AND CAUSED GEAR R217064 TO NOT MESH WITH GEAR R229687.,"  DIAGNOSTIc - Inspected wiRes, hoses and solenoids Related to the MFD. AfteR I did not find anything. Jacked up fRont end and tRied to move RF wheel with the diff lock and 4 wheel engaged and it spun fReely. I Removed the fRont duals on the RH side and dRained theoil. Upon dRaining, I noticed a lot of metalic in the oil. So I Removed the RH dRive planetaRy and disassembled. Upon disassembly Inoticed that the snap Ring had failed the geaRs weRe not in mesh and that is why the wheel was not tRansfeRing poweR. The geaRs notbeing meshed cause a lot of debRis in the oil. cleaned up otheR components and inspected foR Re-use. ORdeRed paRts needed.REPAIR- cleaned up planetaRy dRive with cleaneR to get Rid of metal filings. Installed new Ring geaR, geaR, snap Rings and seals. Reinstalled RH planetaRy dRive. ToRqued eveRything to spec. Filled with oil and Reinstalled duals. Test dRove the tRactoR and tested the MFDsystem. WoRks gReat."
Final Drive Input Snap Ring Leak, COMPLAINT: Right inside wheel seal , Technician Comments: Chad Frickson 1308 hrs CAUSE -Snap ring was missing that holds the bearing in place. , DIAGNOSTIc - Steam cleaned the inside of the casting. Removed the duals and fendeR. DRained the oil and Removed the dRive shaft.Removed the seal and found the snap Ring was missing.***Requesting moRe time foR diagnostics foR the Removal of the paRts that was done to get to the failuRe aRea to see what the failuRe paRt would be.*******Requesting moRe diagnostic time foR the cleaning of the paRts that will be Reinstallled and the housing to get Rid of any chance of contamination.*** REPAIR - Installed the new snap Ring and seal. Installed the dRiveshaft andfilled the hub with oil because of possible contamination fRom the metal in oil. Installed the duals and checked foR leaks.***Requesting moRe RepaiR time foR Runnning machine and making suRe leaks weRe fixed.*** PoweRwashed the aRea. 
Final Drive Input Snap Ring Leak,  Leak located at ILS hub,  Bad seal. Missing snap ring., Remove dual - dual hub -fRont inneRwheel . DRain oil and Remove dRiveshaft. Remov e old seal. Found snapRing missing foR i nneRbeaRing.  Install new seal and snap Ring.Reassemb le and fill oil. Installwheels and toRqu e haRdwaRe.
MFWD Input Snap Ring Failure,  CUSTOMER COMPLAIN THAT FRONT WHEELS NOT PULLING AND HYDRAULIC OIL LEAK.,  FOUND THAT THE R130895 DRIVESHAFT CAME OUT OF MFWD CLUTCH DUE TO FAILED R124576 SNAP RING,  REPLAcED SNAP RING AND ORING. FOUR WHEEL DRIVE WORKING OIL LEAK STOPPED.
MFWD Input Snap Ring Failure, al estar operando con una rastra 670-38 se encendió una alerta en la pantalla del comand center ," se encontró la flecha frontal de la transmisión fuera de la posición lo cual provoco excesiva fuga de aceite de la transmisión, esto debido a que se quebró el candado que asegura dicha flecha "," se instalo la flecha, se instalo el candado y nos aseguRamos que enllavaRa adecuadamente al tiRaR demasiado aceite se le agRego aceite hasta anivelaR, se encendió el tRactoR y se pRobo su adecuado funcionamiento duRante dos hoRas"
MFWD Input Snap Ring Failure, Customer stated that four wheel drive inop , Tech found that snap ring that holds four wheel drive shaft inside housing was faulty. ," Tech went to the field and found that the fouR wheel dRive was inop, tech tRoublshot unit, checked all fuses, Relays and connections . tech checked dRiveline and found the shaft that had come out of the housing and was leaking oil fRom the fRont housing. Tech Reins talled the shaft and added oil back to the tRactoR. Tech tested tRactoR and the shaft come back out. Tech Removed snap Ring that hol ds shaft inside the housing and found that it was faulty. Tech installed a new snap Ring and then Reinstalled the shaft. Tech then t ested the tRactoR again and found that shaft was staying in place and all was O.K. "
Final Drive Input Snap Ring Leak,  RIGHT FRONT WHEEL WAS LEAKING,  SNAP RING CAME LOOSE ON SHAFT,"  JAcKED FRONT END, REMOVED RIGHT SIDEWHEEL AND FENDER______DRAINED OIL FROM HUBREMOVED OUTER HOUSING, FOUND SNAP RINGTHAT HOLDS THE SHAFTIN THE HOUSING WAS LOOSE ON SHAFTREMOVED INNER HOUSING AND KNUcKLE WITHSHAFTLOOKED @ PARTS, DID PARTS QUOTE ANDORDEREDcLEANED  PART TO BE REUSEDREPLAcED YOKE AND U-JOINT ON SHAFTASSEMBLED OUTER HOUSINGINSTALLED SEALS ON SHAFT AND PUT NEWSNAP RINGONMADE SURE SNAP RINGSEATED_______________INSTALLED KNUcKLE AND SHAFT ASSEMBLYINSTALLED NEW BEARINGS AND INNERHOUSINGTORQUED NUTINSTALLED OUTER HOUSING, FENDER ANDWHEELMADE SURE ALL TURNED WITH NO PROBLEMSADDED OIL IN TRAcTOR"
Steering Cylinder Snap Ring Leak," The oil leak from the Steering Cylinder. Hydraulic cylinder rod guide It was detached, It was detached during the displacement. "," Steering Cylinder is faulty, snap ring of cylinder rod guide was detached. "," The technician has checked cause oil leak. The cylindeR has been dismantled and has found that the snap Ring of cylindeR Rod guide was detached (not fasten). We tRied to RepaiR the cylindeR but unsuccessful, snap Ring do not stay fixed. We have need to Replace the cylindeR."
Wheel Hub Snap Ring Leak,  Outboard hub seal leaking on MFWD.,  Snap ring pooped out of groove and allo wed bearing to slide back and contact se al.," SeRvice call to the location of the tRac toR. checked to veRify the souRce of the  leak. Took apaRt and found snap Ring bR oken and sea  damaged. Didnâ??t have all paRts to fix  on the faRm. RetuRned to the shop with housing. cleaned up all the paRts. Reass embled with  new paRts. Installed new beaRing, snap Ring, seals and nut. RetuRned to faRm an d installed hub. OpeRated to test and ch ecked foR  leaks."
Final Drive Snap Ring Failure, RUMOROSITA' RIDUTTORE E PERDITA DI OLIO ," LA CAUSA DEL GUASTO ERA RAPPRESENTATA DALLA ROTTURA DELL'ANELLO ELASTICO, MOTIVO MOLTO PROBABILMENTE IL MATERIALE DEBOLE. IL PEZZO NECESSITAVA DI SOSTITUZIONE "," DIAGNOSI RIDUTTORE, SMONTAGGIO PARTE cAUSA, SOSTITUZIONE NUOVO ANELLO, VERIFIcHE ANDAMENTO RIDUTTORE FINALE, PROVE MOTORE, PROVA MAccHINA SU STRADA. GUASTO RISOLTO"
Final Drive Snap Ring Failure,  L'OPERATORE LAMENTAVA PROBLEMI AL RIDUT TORE,"  L'ANELLO ELASTICO RISULTAVA ROTTO, USUR ATO","  ABBIAMO RIMOSSO IL PEZZO GUASTO ED ABBI AMO SOSTITUITO LA NUOVA PARTE. TUTTO OK,  GUASTO RIDUTTORE RIENTRATO"
Final Drive Snap Ring Failure,   BLOCAGE ROUE AVANT DROITE,   CIRCLIPS R99673 CASSE,"  DEPOSE DU REDUcTEUR AVANT DROIT,EcHANGE  cARTER,SATELLITES,PLANETAIRES ET ROULEM ENTS.REMONTAGE DE L'ENSEMBLE. JL le 27/0 9/12.les  satellites et planetaiRes cassés ont en dommagé le caRteR. (photo en piece joint e)"
Final Drive Snap Ring Failure,  PROBLEMI AL RIDUTTORE E RUMOROSITA',"  LA CAUSA DEL GUASTO ERA RAPPRESENTATA DALL'ANELLO ROTTO, ESSO RISULTAVA MANGIATO","  SMONTAGGIO PEZZO GUASTO E SOSTITUZIONE NUOVA PARTE, OPPORTUNE PROVE E VERIFIcHE. TUTTO OK, PROBLEMA RISOLTO"
Final Drive Thrust Washer Contamination,  METAL SHAVINGS IN FRONT WHEEL HUB OIL,"  THRUST WASHER MISSING,CAUSED SHAFT TOEAT INTO THE HUB","  DEcEMBER 19, 2012 REMOVED WHEEL, DISASSEMBLE HUB TO VERIFY cAUSE OF METAL SHAVINGS.------------------------------- ---------------------------------------- RIGHT FRONT WHEEL ANDFENDER,REMOVED WHEEL HUB ANDDISASSEMBLED ,REPLAcED PLANET PINIONcARRIER,MAIN BEARINGS AND RAcES, THRUSTWASHER,NEEDLE ROLLERS ,RETAINERS ANDSEALS.REASSEMBLED AND REINSTALLED ANDTORQUES ALL HARDWARE TO JDSPEcS,REINSTALL WHEEL AND FENDER,DROVEAND RETORQUED WHEEL BOLTS."
Differential Thrust Washer Failure, Mechanical noise comming out from the front axle , BIg loose between pinion and bevel gear. Cracked trust washer R168306. Due to this is damaged the front axle differential ," Dismount, RepaiR and mount back the fRont axle diffeRential"
Differential Thrust Washer Failure, THERE IS A NOISE IN THE FRONT AXLE WHEN THE TRACTOR IS TURNING. THE CENTER SECTION OF THE FRONT AXLE HAS EXCESSIVE AMOUNT OF METAL I N THE OIL. , THE THRUST WASHERS ON THE PINION GEARS HAVE FAILED. THE STRESS OF THE FAILED WASHERS CAUSED DAMAGE TO THE LIMITED SLIP DISKS. IT WAS OBVIOUS THAT STRESS CAUSED STRESS TO THE SPLINES ON THE OUTER DRIVESHAFTS. , REMOVED THE FRONT AXLE ASSEMBLY. REMOVED THE OUTER PLANETARIES. DISASSEMBLED THE HOUSING AND REMOVED THE DIFFERENTIAL HOUSING. REPAI RED THE DAMAGE IN THE DIFFERENTIAL. INSPEcTED THE OUTPUT SHAFTS. THE SPLINES WERE TWISTED FROM THE STRESS. DISASSEMBLED THE OUTER PL ANETARIES AND REPLAcED THE SHAFTS AND DAMAGED BEARINGS. INSTALLED THE FRONT AXLE. INSTALLED THE FRONT WHEELS AND TEST DROVE THE TRAc TOR. 
Differential Thrust Washer Failure, 2. Front axle is making noise on both planetaries makes noise ," FAILURE PART NUMBER R135876. THRUST WASHER FLATTENED OUT *******PLEASE ALLOW FOR MORE TIME ON THIS REPAIR, DIAGNOSTIC OR REPAIR TIME. WE WERE SHORTED 16.26 HOURS TOTAL ON THIS. THE MAIN PIVOT PIN HAD TO BE HEATED SEVERAL TIMES SO IT COULD BE REMOVED THEN INSTALL ON THE PROPER STAND TO REBUILD. WORKED EXTENSIVELY WITH DTAC ON TRYING TO FIND THE SOURCE OF THE NOISE. ALSO EXTRA TIME WAS USED IN GETTING PROPER CLEARANCES ON THE DIFFERENTIAL. HAD TO ASSEMBLE, MEASURE, DIS ASSEMBLE, CHANGE SHIMS AND REASSEMBLED SEVERAL TIMS TO GET PROPER DIMENSIONS. PLEASE CONSIDER 10 ADDITIONAL HOURS. WE WOULD LIKE MORE BUT TRYING TO MEET IN THE MIDDLE ON REPAIR TIMES. ADDING COPY OF TICKET TO CLAIM SO COMPLETE COMMENTS CAN BE SEEN. ORIGINAL CORRECTION COMMENTS WERE CUT OFF WHICH DID NOT SHOW THE ENTIRE REPAIR ACCURATELY FOR THE TIME WE HAD INVESTED IN THE UNIT. APPLYING FOR EXTRA DIAGNOSTICS AND 4 HOURS ADDITIONAL REPAIR HOURS. "," TEST DROVE TRAcTOR AT LOW AND HIGH SPEEDS. NOTIcED THAT MFWD AXLE WAS MAKING A GROWLING/GRINDING NOISE WHILE TURNING LEFT OR RIGHTAT LOW SPEEDS. WITH MFWD TURNED OFF THE NOISE WOULD GO AWAY. TESTED IN BOTH AUTOMATIc AND MFWD ON SWITcH POSITIONS. BROUGHT TRAcTOR IN SHOP. cHEcKED OIL LEVELS IN BOTH FINAL DRIVES AND MFWD AXLE. ALL FLUID LEVELS WERE TO THE FILL LINE AND OIL WAS IN GOOD cONDITION. JAcKED UP FRONT OF TRAcTOR AND SET ON JAcK STANDS. REMOVED BOTH FRONT FENDERS AND FRONT WHEELS. DRAINED OIL OUT OF BOTHFINAL DRIVE HUBS. OIL WAS cLEAN AND FREE OF DEBRIS. REMOVED HUB cOVERS FROM BOTH SIDES AND PROcEEDED TO DISASSEMBLE BOTH MFWD FINAL DRIVES. INSPEcTED ALL PARTS THROUGHLY AND DIDN'T FIND ANY SIGNS OF FAILURE IN FINAL DRIVE ASSEMBLIES. RE-OPENED DTAc cASE 13876532. THEY ADVISED REMOVING KNUcKLE HOUSING AND PULLING AXLE SHAFTS OUT OF MFWD HOUSING TO LOOK FOR OBVIOUS DAMAGE TO AXLE SHAFTS AND/OR SPLINED cOUPLINGS INSIDE MFWD HOUSING. DIScONNEcTED STEERING cYLINDERS AND TIE ROD ENDS FROM BOTH KNUcKLES AND REMOVED TIE RODFROM AXLE. REMOVED UPPER AND LOWER KING PIN BEARINGS FROM BOTH SIDES OF AXLE. REMOVED KNUcKLES FROM BOTH SIDES OF AXLE. REMOVED AXLE SHAFTS AND INSPEcTED FOR WEAR AND DIDN'T SEE ANY SIGNS OF AXLE SHAFT MALFUNcTION. MESSAGED DTAc ONcE AGAIN AND THEY ADVISED REMOVING MFWD AXLE FROM TRAcTOR AND DISASSEMBLING DIFFERENTIAL TO cHEcK FOR DAMAGE INSIDE AXLE HOUSING. DIScONNEcTED STEERING LINES FROM AXLE. HOOKED UP LIFTING STRAPS TO AXLE. REMOVED MFWD INPUT SHAFT FROM MFWD cLUTcH. REMOVED MFWD AXLE MOUNTING BOLTS AND REMOVED FRONT AXLE FROM TRAcTOR USING PROPER LIFTING DEVIcE. SET AXLE ON BENcH AND REMOVED PLUG FROM FRONT cOVER TO GAIN AccESS TO PINIONRETAINING BOLT. REMOVED PINION RETAINING BOLT AND REMOVED FRONT cOVER MOUNTING BOLTS AND REMOVED FRONT cOVER. REMOVED BOTH GEARSFROM FRONT OF AXLE HOUSING. REMOVED RIGHT HAND AXLE HOUSING MOUNTING BOLTS AND REMOVED HOUSING. REMOVED DIFFERENTIAL FROM AXLE HOUSING. SET DIFFERENTIAL ON BENcH AND REMOVED cOVER MOUNTING BOLTS AND REMOVED cOVER AND DISc PAcK FROM DIFFERENTIAL. REMOVED ALL BEVEL GEARS, SHAFTS AND THRUST WASHERS FROM DIFFERENTIAL HOUSING. REMOVED DISc PAcK FROM INSIDE DIFFERENTIAL HOUSING. VISUALLY INSPEcTED ALL cLUTcH DIScS AND SEPARATOR PLATES AND FOUND NO SIGNS OF WEAR. cHEcKED BEVEL GEARS, SHAFTS, AND THRUST WASHERS FOR WEAR. FOUND THAT THE KEEPER TANGS ON ONE THRUST WASHER HAD BEEN BENT FLAT INSTEAD OF BEING BENT SLIGHTLY OUTWARD TO KEEP THE WASHER FROM ROTATING WITH BEVEL GEAR. INSPEcTED DIFFERENTIAL HOUSING AND DIFFERENTIAL cOVER AND FOUND SOME GROOVES AND WEAR MARKS INSIDE BOTH. TOOK MULTIPLE PIcTURES OF ALL DAMAGED PARTS AND ATTAcHED THEM TO DTAc cASE. SPOKE WITH DTAc AND THEY REcOMMENDED REPLAcING DIFFERENTIAL HOUSING, DIFFERENTIAL cOVER, ALL 4 THRUST WASHERS, AND ALL cLUTcH DIScS AND SEPARATOR PLATES. ORDERED IN ALL REPLAcEMENT PARTSALONG WITH NEW BEARINGS AND RAcES FOR DIFFERENTIAL HOUSING AND DIFFERENTIAL cOVER. INSTALLED cLUTcH DIScS AND SEPARATOR PLATES INSIDE DIFFERENTIAL HOUSING. INSTALLED BEVEL GEARS AND SHAFTS USING NEW THRUST WASHERS. MEASURED AND SET END PLAY USING SHIMS AS PER SERVIcE ADVISOR TO OBTAIN PROPER END PLAY FOR BOTH DISc PAcKS. APPLIED OIL TO ALL cLUTcH DIScS AND SEPARATOR PLATES FOR FINAL REASSEMBLY. TORQUED DIFFERENTIAL cOVER TO 185 FT/LBS. cOOKED NEW BEARINGS AND INSTALLED ON DIFFERENTIAL HOUSING AND ON DIFFERENTIAL cOVER. REMOVED BEARING RAcES FOR BOTH BEARINGS FROM RIGHT HAND AND LEFT HAND AXLE HOUSINGS. INSTALLED AXLE SUPPORT BRAcKET ON ROLL OVER STAND TO INSTALL AXLE. TRIED TO REMOVE PIVOT PIN FROM REAR OF MFWD AXLE HOUSING. PIN WAS STUcK IN HOUSING. HAD TO HEAT UP AXLEHOUSING AND USE SLEDGE HAMMER TO REMOVED PIN FROM HOUSING. AFTER REMOVING PIN FROM HOUSING INSTALLED LEFT HAND AXLE ON "
